id,student_id,route_id,boarding_stop,academic_year,pass_type,status
bus-alloc-00735,STU-02409,route-05,Alwal,2022-2026,semester,active
bus-alloc-00736,STU-03295,route-08,Kandlakoya,2024-2028,annual,active
bus-alloc-00737,STU-03151,route-06,Medchal MMTS,2022-2026,annual,active
bus-alloc-00738,STU-03257,route-01,Malkajgiri,2024-2028,semester,active
bus-alloc-00739,STU-00057,route-02,Kandlakoya,2022-2026,annual,active
bus-alloc-00740,STU-02523,route-04,Pragathi Nagar,2024-2028,semester,active
bus-alloc-00741,STU-00120,route-01,Secunderabad,2022-2026,annual,active
bus-alloc-00742,STU-00109,route-07,Medchal,2022-2026,annual,active
bus-alloc-00743,STU-00933,route-01,Trimulgherry,2025-2029,semester,active
bus-alloc-00744,STU-00115,route-02,ECIL,2022-2026,semester,active
bus-alloc-00745,STU-03328,route-07,Dundigal,2025-2029,semester,active
bus-alloc-00746,STU-00611,route-03,Ameerpet,2023-2027,annual,active
bus-alloc-00747,STU-00750,route-05,Alwal,2024-2028,semester,active
bus-alloc-00748,STU-00084,route-04,Pragathi Nagar,2022-2026,annual,active
bus-alloc-00749,STU-02349,route-04,Miyapur,2025-2029,annual,active
bus-alloc-00750,STU-03082,route-07,Dundigal,2025-2029,annual,active
bus-alloc-00751,STU-02755,route-03,Bachupally,2022-2026,annual,active
bus-alloc-00752,STU-02461,route-07,BHEL Township,2023-2027,annual,active
bus-alloc-00753,STU-00452,route-01,Kompally,2025-2029,semester,active
bus-alloc-00754,STU-00698,route-10,Isnapur,2023-2027,semester,active
bus-alloc-00755,STU-00036,route-02,ECIL,2022-2026,annual,active
bus-alloc-00756,STU-01396,route-08,Bolarum,2025-2029,semester,active
bus-alloc-00757,STU-02039,route-01,Secunderabad,2022-2026,semester,active
bus-alloc-00758,STU-03169,route-03,SR Nagar,2022-2026,annual,active
bus-alloc-00759,STU-00811,route-08,Hakimpet,2024-2028,semester,active
bus-alloc-00760,STU-01875,route-09,Kandlakoya,2025-2029,semester,active
bus-alloc-00761,STU-03277,route-08,Kandlakoya,2024-2028,annual,active
bus-alloc-00762,STU-02091,route-01,Quthbullapur,2023-2027,semester,active
bus-alloc-00763,STU-00800,route-06,Medchal Market,2024-2028,semester,active
bus-alloc-00764,STU-01444,route-01,Yapral,2022-2026,semester,active
bus-alloc-00765,STU-00889,route-09,Suraram,2025-2029,semester,active
bus-alloc-00766,STU-00223,route-04,Medchal Chowrasta,2023-2027,annual,active
bus-alloc-00767,STU-00790,route-09,Suraram,2024-2028,semester,active
bus-alloc-00768,STU-00097,route-08,Lalapet,2022-2026,annual,active
bus-alloc-00769,STU-00779,route-02,Uppal,2024-2028,semester,active
bus-alloc-00770,STU-00885,route-05,Neredmet,2025-2029,semester,active
bus-alloc-00771,STU-02024,route-08,Bolarum,2022-2026,semester,active
bus-alloc-00772,STU-00854,route-03,Ameerpet,2025-2029,semester,active
bus-alloc-00773,STU-01006,route-10,Isnapur,2022-2026,semester,active
bus-alloc-00774,STU-01587,route-02,Medchal,2024-2028,annual,active
bus-alloc-00775,STU-02452,route-09,Kandlakoya,2022-2026,semester,active
bus-alloc-00776,STU-02421,route-09,IDA Jeedimetla,2022-2026,semester,active
bus-alloc-00777,STU-00197,route-06,Kandlakoya,2023-2027,semester,active
bus-alloc-00778,STU-01648,route-02,LB Nagar,2025-2029,annual,active
bus-alloc-00779,STU-00899,route-01,Kandlakoya,2025-2029,annual,active
bus-alloc-00780,STU-01424,route-03,Ameerpet,2025-2029,annual,active
bus-alloc-00781,STU-00294,route-02,Kandlakoya,2024-2028,annual,active
bus-alloc-00782,STU-02267,route-02,Dilsukhnagar,2024-2028,semester,active
bus-alloc-00783,STU-00927,route-08,Medchal,2025-2029,semester,active
bus-alloc-00784,STU-01394,route-01,Malkajgiri,2025-2029,annual,active
bus-alloc-00785,STU-02703,route-10,Kandlakoya,2022-2026,annual,active
bus-alloc-00786,STU-00878,route-01,Trimulgherry,2025-2029,semester,active
bus-alloc-00787,STU-00942,route-02,Kandlakoya,2025-2029,annual,active
bus-alloc-00788,STU-01379,route-06,Kandlakoya,2025-2029,semester,active
